InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
916200,SKU_1539,Desk Lamp,43,2024/2/17 04:00,28.02,32478,France,0.4,Credit Card,10.21,Apparel,Online,Not Returned,UPS,London,High
921036,SKU_1486,White Mug,-39,2024/2/17 05:00,-43.71,,Australia,0.01,paypall,,Accessories,In-store,Not Returned,FedEx,,High
449968,SKU_1913,Office Chair,26,2024/2/17 06:00,11.97,,Norway,0.26,Bank Transfer,17.28,Furniture,Online,Not Returned,Royal Mail,Rome,High
408904,SKU_1216,USB Cable,8,2024/2/17 07:00,24.8,65098,Australia,0.28,Credit Card,29.88,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
106476,SKU_1356,Wireless Mouse,31,2024/2/17 08:00,83.24,,Norway,0.32,Bank Transfer,28.88,Electronics,In-store,Not Returned,UPS,,High
869733,SKU_1645,Blue Pen,32,2024/2/17 09:00,14.51,91818,France,0.29,Bank Transfer,25.32,Electronics,Online,Not Returned,FedEx,Rome,High
198138,SKU_1285,Backpack,12,2024/2/17 10:00,63.61,33639,Australia,0.46,Bank Transfer,17.19,Apparel,In-store,Not Returned,UPS,Paris,High
353033,SKU_1478,Office Chair,10,2024/2/17 11:00,67.7,67973,Belgium,0.19,Credit Card,25.87,Stationery,Online,Not Returned,Royal Mail,Berlin,High
207620,SKU_1545,T-shirt,21,2024/2/17 12:00,6.25,79916,Portugal,0.31,Bank Transfer,13.51,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
216070,SKU_1722,Headphones,34,2024/2/17 13:00,37.7,19478,Portugal,0.16,paypall,16.85,Apparel,Online,Returned,FedEx,Rome,Medium
175498,SKU_1697,Headphones,-34,2024/2/17 14:00,42.23,,Germany,0.39,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Medium
128439,SKU_1411,Headphones,29,2024/2/17 15:00,13.65,93545,Netherlands,0.08,paypall,27.65,Stationery,In-store,Not Returned,DHL,Rome,Low
103400,SKU_1967,Notebook,2,2024/2/17 16:00,22.22,21238,United States,0.43,Bank Transfer,20.45,Furniture,In-store,Not Returned,FedEx,Rome,Low
189976,SKU_1330,Headphones,19,2024/2/17 17:00,18.67,85011,Germany,0.07,Bank Transfer,17.39,Accessories,Online,Not Returned,DHL,Amsterdam,Low
343305,SKU_1692,Desk Lamp,26,2024/2/17 18:00,87.76,27811,Spain,0.07,Bank Transfer,7.41,Accessories,Online,Not Returned,UPS,Rome,Medium
124610,SKU_1783,Headphones,41,2024/2/17 19:00,96.95,76755,Australia,0.42,Bank Transfer,22,Apparel,In-store,Not Returned,Royal Mail,London,Low
675644,SKU_1921,T-shirt,12,2024/2/17 20:00,39.63,24747,Norway,0.23,Credit Card,6.41,Furniture,Online,Not Returned,DHL,Amsterdam,High
784935,SKU_1448,Backpack,31,2024/2/17 21:00,41.62,98837,Norway,0.38,paypall,6.65,Accessories,Online,Not Returned,DHL,Paris,Medium
381872,SKU_1696,USB Cable,32,2024/2/17 22:00,12.81,10433,Spain,0.41,Credit Card,20.07,Accessories,Online,Not Returned,FedEx,Berlin,Medium
741990,SKU_1926,T-shirt,30,2024/2/17 23:00,97.69,91377,Norway,0.45,Bank Transfer,27.67,Furniture,Online,Not Returned,UPS,Amsterdam,Low
915499,SKU_1026,Desk Lamp,39,2024/2/18 00:00,10.85,86605,Australia,0.2,Credit Card,29.95,Accessories,In-store,Not Returned,UPS,Rome,Low
583055,SKU_1111,Wall Clock,17,2024/2/18 01:00,15.21,64446,Italy,0.34,Credit Card,5.28,Accessories,Online,Not Returned,DHL,Rome,High
931694,SKU_1491,Headphones,36,2024/2/18 02:00,64.01,57162,Australia,0.4,Bank Transfer,18.58,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
601492,SKU_1816,Blue Pen,7,2024/2/18 03:00,15.1,45949,Sweden,0.28,Bank Transfer,16.53,Accessories,In-store,Not Returned,DHL,Berlin,High
363772,SKU_1136,Headphones,45,2024/2/18 04:00,63.74,22893,Spain,0.03,paypall,6.02,Stationery,In-store,Not Returned,FedEx,Berlin,Medium
467212,SKU_1537,Headphones,35,2024/2/18 05:00,24.85,83558,Spain,0.04,Credit Card,6.59,Stationery,Online,Not Returned,Royal Mail,London,Medium
699345,SKU_1261,Wireless Mouse,17,2024/2/18 06:00,67.6,60147,Australia,0.43,Credit Card,10.17,Stationery,In-store,Returned,DHL,London,Medium
728337,SKU_1646,Blue Pen,25,2024/2/18 07:00,25.11,55799,Australia,0.32,paypall,10.31,Furniture,Online,Not Returned,UPS,Paris,Medium
518596,SKU_1780,Backpack,38,2024/2/18 08:00,79.37,75222,Sweden,0.18,paypall,20.46,Accessories,Online,Not Returned,FedEx,London,High
684141,SKU_1688,Wireless Mouse,21,2024/2/18 09:00,37.16,10345,Spain,0.28,Credit Card,16.29,Apparel,In-store,Not Returned,Royal Mail,London,Low
522139,SKU_1521,White Mug,3,2024/2/18 10:00,57.49,85200,Italy,0.05,paypall,21.39,Furniture,In-store,Not Returned,Royal Mail,Paris,Low
396202,SKU_1298,Notebook,48,2024/2/18 11:00,95.43,28976,Netherlands,0.43,Bank Transfer,6.43,Accessories,Online,Returned,UPS,Rome,Low
942594,SKU_1109,T-shirt,2,2024/2/18 12:00,88.98,66274,Portugal,0.49,Credit Card,16.53,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
980848,SKU_1432,Wall Clock,39,2024/2/18 13:00,79.99,88219,United Kingdom,0.17,paypall,16.56,Furniture,Online,Not Returned,UPS,Berlin,Low
296150,SKU_1478,Wall Clock,46,2024/2/18 14:00,40.49,62932,Netherlands,0.26,paypall,28.43,Accessories,In-store,Not Returned,Royal Mail,London,Low
250042,SKU_1623,Backpack,36,2024/2/18 15:00,19.69,,Spain,0.47,Credit Card,25.83,Furniture,In-store,Not Returned,UPS,,High
401035,SKU_1612,Headphones,4,2024/2/18 16:00,88.1,23537,Netherlands,0.05,Credit Card,20.17,Stationery,In-store,Not Returned,FedEx,Paris,High
760290,SKU_1785,Wireless Mouse,8,2024/2/18 17:00,75.55,37992,Australia,0.16,Bank Transfer,8.92,Furniture,Online,Not Returned,DHL,Amsterdam,High
528534,SKU_1266,Wall Clock,13,2024/2/18 18:00,59.29,57877,France,0.49,Credit Card,19.37,Accessories,In-store,Not Returned,Royal Mail,London,High
936539,SKU_1777,Wireless Mouse,26,2024/2/18 19:00,49.35,84558,Spain,0.4,Credit Card,28.86,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
948385,SKU_1667,Wall Clock,-11,2024/2/18 20:00,-52.81,,Norway,1.634145134,paypall,,Furniture,Online,Not Returned,DHL,,Medium
862435,SKU_1212,Office Chair,41,2024/2/18 21:00,58.96,74590,Belgium,0.09,paypall,16.51,Furniture,Online,Not Returned,FedEx,London,Low
470577,SKU_1308,Desk Lamp,7,2024/2/18 22:00,69.45,66100,Belgium,0.32,Credit Card,20,Accessories,Online,Not Returned,FedEx,Amsterdam,Medium
149108,SKU_1053,Notebook,15,2024/2/18 23:00,63.25,67770,France,0.16,Bank Transfer,20.57,Furniture,In-store,Not Returned,Royal Mail,Paris,Low
656862,SKU_1664,USB Cable,40,2024/2/19 00:00,94.97,11639,Portugal,0.18,Credit Card,15.69,Apparel,Online,Not Returned,Royal Mail,London,Medium
872045,SKU_1773,White Mug,5,2024/2/19 01:00,51.47,25080,France,0.07,paypall,18.48,Apparel,Online,Not Returned,UPS,Berlin,Low
729575,SKU_1873,Blue Pen,49,2024/2/19 02:00,70.82,92402,United Kingdom,0.08,Credit Card,6.8,Furniture,In-store,Not Returned,Royal Mail,Rome,Low
503073,SKU_1394,Headphones,28,2024/2/19 03:00,11.06,29705,Germany,0.32,paypall,6.79,Accessories,In-store,Not Returned,UPS,Berlin,Low
516729,SKU_1511,Blue Pen,14,2024/2/19 04:00,70.95,60791,United States,0.5,Credit Card,27.64,Electronics,Online,Not Returned,Royal Mail,Berlin,High
724722,SKU_1800,Office Chair,-35,2024/2/19 05:00,-14.05,,Germany,1.737567354,Bank Transfer,,Stationery,Online,Returned,FedEx,,High
647881,SKU_1324,White Mug,48,2024/2/19 06:00,4.7,67094,Netherlands,0.09,paypall,6.54,Apparel,In-store,Not Returned,UPS,London,Low
450363,SKU_1737,T-shirt,-27,2024/2/19 07:00,-70.73,,United States,1.926498234,paypall,,Accessories,Online,Not Returned,UPS,,Medium
464188,SKU_1095,Backpack,26,2024/2/19 08:00,67.85,99064,Norway,0.23,Bank Transfer,29.17,Stationery,Online,Not Returned,FedEx,Rome,High
421130,SKU_1173,USB Cable,5,2024/2/19 09:00,44.95,90896,Italy,0.05,Credit Card,14.97,Furniture,Online,Returned,DHL,Amsterdam,Medium
877499,SKU_1343,Backpack,40,2024/2/19 10:00,76.64,13647,France,0.29,Credit Card,16.06,Furniture,Online,Not Returned,Royal Mail,Paris,Low
760667,SKU_1204,T-shirt,27,2024/2/19 11:00,32.2,67819,United Kingdom,0.22,paypall,25.97,Furniture,In-store,Not Returned,UPS,Paris,High
899336,SKU_1054,T-shirt,48,2024/2/19 12:00,39.37,56796,Norway,0.44,Bank Transfer,17.99,Apparel,In-store,Not Returned,Royal Mail,Paris,High
991503,SKU_1746,T-shirt,8,2024/2/19 13:00,29.19,49495,United Kingdom,0.31,Credit Card,26.6,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
456858,SKU_1709,White Mug,39,2024/2/19 14:00,4.1,44934,Portugal,0.48,paypall,9.13,Apparel,In-store,Not Returned,Royal Mail,Rome,Low
553764,SKU_1225,Notebook,23,2024/2/19 15:00,35.46,17213,Spain,0.2,Credit Card,17.61,Electronics,Online,Not Returned,UPS,Rome,High
506798,SKU_1306,Notebook,42,2024/2/19 16:00,96.69,28943,France,0.11,Bank Transfer,26.55,Stationery,In-store,Not Returned,UPS,Rome,Medium
420109,SKU_1280,Desk Lamp,25,2024/2/19 17:00,20.29,72468,Germany,0.34,paypall,23.34,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
987880,SKU_1616,Backpack,10,2024/2/19 18:00,50.22,81948,Germany,0.49,Credit Card,7.39,Apparel,In-store,Returned,FedEx,Amsterdam,Low
863807,SKU_1790,Desk Lamp,14,2024/2/19 19:00,69.24,77599,Australia,0.01,paypall,12.52,Stationery,In-store,Not Returned,UPS,London,Low
339027,SKU_1689,T-shirt,41,2024/2/19 20:00,2.31,99417,United States,0.1,Bank Transfer,6.61,Stationery,Online,Returned,UPS,London,Low
763385,SKU_1301,Headphones,2,2024/2/19 21:00,19.22,92534,Belgium,0.41,paypall,29.48,Furniture,Online,Not Returned,FedEx,Paris,Low
804804,SKU_1204,White Mug,35,2024/2/19 22:00,43.87,98502,Netherlands,0.24,paypall,24.54,Accessories,In-store,Not Returned,DHL,London,High
796974,SKU_1219,Wireless Mouse,41,2024/2/19 23:00,31.88,75433,Norway,0.13,paypall,12.88,Stationery,Online,Not Returned,DHL,Berlin,High
537160,SKU_1427,Office Chair,10,2024/2/20 00:00,35.98,79773,Belgium,0.36,paypall,19.58,Furniture,Online,Not Returned,Royal Mail,Rome,Medium
292259,SKU_1140,Blue Pen,31,2024/2/20 01:00,19.42,41780,Italy,0.22,Bank Transfer,20.04,Accessories,Online,Not Returned,FedEx,Berlin,Low
184724,SKU_1454,Office Chair,43,2024/2/20 02:00,85.38,14954,Portugal,0.12,Credit Card,22.68,Electronics,In-store,Returned,DHL,Paris,High
631892,SKU_1943,Headphones,43,2024/2/20 03:00,42.76,46801,Netherlands,0.01,Credit Card,21.77,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
336515,SKU_1144,Headphones,21,2024/2/20 04:00,52.87,67985,Italy,0.19,paypall,24.82,Apparel,Online,Not Returned,FedEx,Rome,Medium
607731,SKU_1968,T-shirt,-37,2024/2/20 05:00,-68.18,,France,1.062703187,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Medium
520506,SKU_1525,Wall Clock,44,2024/2/20 06:00,94.52,64299,United Kingdom,0.33,Credit Card,28.5,Stationery,Online,Returned,DHL,Rome,Medium
599348,SKU_1157,Desk Lamp,46,2024/2/20 07:00,69.79,,Belgium,0.44,paypall,12.44,Furniture,In-store,Not Returned,FedEx,,High
302811,SKU_1104,Wireless Mouse,30,2024/2/20 08:00,91.73,10457,Sweden,0.32,Bank Transfer,24.27,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
806133,SKU_1741,Wireless Mouse,46,2024/2/20 09:00,80.48,47874,Belgium,0.01,Credit Card,13.14,Accessories,Online,Not Returned,FedEx,Berlin,High
894303,SKU_1889,Backpack,43,2024/2/20 10:00,70.34,,Netherlands,0.43,paypall,12.98,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
835558,SKU_1925,Wall Clock,2,2024/2/20 11:00,63.76,93261,United States,0.45,Bank Transfer,18.5,Stationery,Online,Not Returned,UPS,Amsterdam,Low
202318,SKU_1288,Desk Lamp,13,2024/2/20 12:00,65.71,36869,Spain,0.49,paypall,17.85,Apparel,In-store,Not Returned,UPS,Rome,Low
701269,SKU_1631,Wall Clock,-25,2024/2/20 13:00,-87.78,,Belgium,0.44,paypall,,Accessories,Online,Not Returned,UPS,,High
963006,SKU_1693,T-shirt,35,2024/2/20 14:00,61.03,63760,Netherlands,0.14,Bank Transfer,29.32,Accessories,Online,Not Returned,Royal Mail,Rome,High
211376,SKU_1184,USB Cable,5,2024/2/20 15:00,85.24,52323,France,0.35,Bank Transfer,13.08,Apparel,In-store,Not Returned,DHL,Paris,High
473502,SKU_1216,Backpack,31,2024/2/20 16:00,92.94,87760,Norway,0.11,Credit Card,13.95,Electronics,In-store,Returned,UPS,Paris,Medium
234577,SKU_1030,Wall Clock,48,2024/2/20 17:00,57.34,,Spain,0.32,paypall,23.16,Apparel,Online,Not Returned,Royal Mail,Rome,High
534694,SKU_1278,Backpack,37,2024/2/20 18:00,22.95,29888,United Kingdom,0.01,Bank Transfer,6.17,Electronics,In-store,Returned,UPS,Rome,Low
708893,SKU_1947,USB Cable,22,2024/2/20 19:00,62.96,89906,Australia,0.32,Credit Card,14.81,Furniture,In-store,Not Returned,FedEx,Rome,High
902843,SKU_1474,Notebook,40,2024/2/20 20:00,96.22,24793,Sweden,0.24,Credit Card,9.82,Stationery,In-store,Not Returned,UPS,Paris,Medium
460713,SKU_1224,Blue Pen,37,2024/2/20 21:00,11.95,31289,Netherlands,0.28,paypall,10.93,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
371642,SKU_1882,White Mug,23,2024/2/20 22:00,88.32,51724,Germany,0.38,Bank Transfer,14.25,Electronics,In-store,Not Returned,FedEx,Rome,Low
868396,SKU_1821,White Mug,41,2024/2/20 23:00,87.25,85134,United States,0.04,Bank Transfer,23.88,Stationery,Online,Not Returned,DHL,Amsterdam,High
418401,SKU_1686,T-shirt,32,2024/2/21 00:00,10.28,44346,Norway,0.14,paypall,16.8,Stationery,Online,Not Returned,UPS,Berlin,High
287130,SKU_1176,Wall Clock,6,2024/2/21 01:00,30.83,51355,France,0.32,Credit Card,22.46,Stationery,In-store,Not Returned,UPS,London,Medium
186995,SKU_1083,Blue Pen,28,2024/2/21 02:00,86.14,50274,United Kingdom,0.18,paypall,28.48,Apparel,Online,Returned,Royal Mail,Amsterdam,Medium
717854,SKU_1567,Notebook,16,2024/2/21 03:00,61.52,10552,United States,0.33,Credit Card,21.88,Accessories,In-store,Not Returned,UPS,Berlin,Medium
215498,SKU_1091,Notebook,4,2024/2/21 04:00,34.79,74938,Germany,0.03,Bank Transfer,17.97,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
710884,SKU_1007,Headphones,45,2024/2/21 05:00,80.39,88236,United States,0.29,Bank Transfer,8.05,Stationery,In-store,Not Returned,DHL,London,Medium
316382,SKU_1661,Wireless Mouse,-40,2024/2/21 06:00,-1.36,,Italy,0.02,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
409061,SKU_1573,USB Cable,29,2024/2/21 07:00,19.56,38250,Italy,0.26,Bank Transfer,23.04,Electronics,Online,Not Returned,FedEx,London,Low
592130,SKU_1053,Desk Lamp,35,2024/2/21 08:00,51.84,35873,Australia,0.23,Bank Transfer,9.44,Electronics,In-store,Not Returned,DHL,Berlin,High
866144,SKU_1162,Office Chair,27,2024/2/21 09:00,49.98,33037,Portugal,0.49,Credit Card,19.74,Furniture,Online,Not Returned,DHL,London,Low
225154,SKU_1630,T-shirt,44,2024/2/21 10:00,98.17,44809,Portugal,0.46,Credit Card,7.77,Apparel,Online,Not Returned,Royal Mail,Rome,High
383074,SKU_1478,Wall Clock,47,2024/2/21 11:00,29.46,49599,United States,0.31,Credit Card,25.31,Accessories,In-store,Not Returned,FedEx,Paris,Medium
703317,SKU_1107,Notebook,10,2024/2/21 12:00,7.57,32674,Norway,0.26,Bank Transfer,7.34,Accessories,In-store,Not Returned,UPS,Berlin,Low
596547,SKU_1855,Headphones,48,2024/2/21 13:00,34.27,42443,United States,0.14,paypall,25.18,Furniture,Online,Not Returned,UPS,London,Low
375782,SKU_1270,Headphones,45,2024/2/21 14:00,16.21,84191,Norway,0.22,Bank Transfer,14.44,Accessories,Online,Not Returned,UPS,London,Low
367868,SKU_1625,Blue Pen,18,2024/2/21 15:00,74.51,78423,Sweden,0.26,Credit Card,19.62,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
165738,SKU_1236,Office Chair,11,2024/2/21 16:00,36.36,11804,Netherlands,0.31,Credit Card,28.6,Stationery,Online,Not Returned,UPS,Paris,High
198705,SKU_1990,Backpack,6,2024/2/21 17:00,76.88,76637,Italy,0.17,paypall,24.3,Accessories,In-store,Not Returned,UPS,Berlin,Medium
233099,SKU_1260,White Mug,27,2024/2/21 18:00,37.17,57040,Italy,0.42,Credit Card,14.65,Electronics,Online,Not Returned,UPS,Rome,Low
245879,SKU_1981,Blue Pen,29,2024/2/21 19:00,35.83,25201,Australia,0.43,Bank Transfer,16.16,Accessories,In-store,Not Returned,FedEx,Paris,High
193962,SKU_1528,USB Cable,-22,2024/2/21 20:00,-4.87,,Sweden,0.34,paypall,,Apparel,In-store,Not Returned,FedEx,,Low
163109,SKU_1603,Blue Pen,18,2024/2/21 21:00,30.09,90923,Italy,0.43,Credit Card,13.3,Accessories,In-store,Not Returned,DHL,Paris,Medium
666137,SKU_1628,Backpack,11,2024/2/21 22:00,3.07,75095,Germany,0.33,Bank Transfer,28.03,Accessories,Online,Not Returned,FedEx,London,Medium
362322,SKU_1386,USB Cable,2,2024/2/21 23:00,25.05,20633,Norway,0.2,Bank Transfer,15.49,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
105817,SKU_1402,Notebook,35,2024/2/22 00:00,20.29,24452,France,0.36,paypall,8.07,Stationery,Online,Not Returned,UPS,London,Medium
593499,SKU_1357,Headphones,18,2024/2/22 01:00,20.94,31768,Germany,0.35,paypall,28.71,Accessories,Online,Not Returned,DHL,Berlin,Medium
697009,SKU_1218,Wall Clock,47,2024/2/22 02:00,94.84,29764,Belgium,0.29,Credit Card,11.67,Furniture,Online,Not Returned,Royal Mail,Berlin,Low
880750,SKU_1464,Wireless Mouse,15,2024/2/22 03:00,2.01,91856,United States,0.15,Credit Card,27.17,Stationery,In-store,Not Returned,FedEx,London,High
750050,SKU_1991,Blue Pen,2,2024/2/22 04:00,12.91,16040,United Kingdom,0.04,Bank Transfer,27.65,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
628272,SKU_1420,Office Chair,8,2024/2/22 05:00,95.25,67154,Portugal,0.1,paypall,14.54,Accessories,In-store,Not Returned,UPS,Amsterdam,High
426240,SKU_1148,Office Chair,15,2024/2/22 06:00,9.15,81168,Norway,0.23,Bank Transfer,16.17,Furniture,Online,Not Returned,UPS,Amsterdam,High
973373,SKU_1356,Headphones,42,2024/2/22 07:00,28.3,77269,France,0.35,paypall,25.74,Electronics,Online,Not Returned,FedEx,Rome,Low
613426,SKU_1050,T-shirt,30,2024/2/22 08:00,88.58,50602,Belgium,0.12,Credit Card,17.27,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium
973864,SKU_1053,White Mug,10,2024/2/22 09:00,64.62,91657,Sweden,0.48,paypall,18.58,Accessories,Online,Not Returned,Royal Mail,Berlin,High
332359,SKU_1138,Backpack,20,2024/2/22 10:00,77.09,84623,Germany,0.27,paypall,22.78,Furniture,In-store,Not Returned,UPS,Berlin,High
829438,SKU_1960,Office Chair,27,2024/2/22 11:00,42.25,51375,Italy,0.37,Credit Card,17.18,Electronics,Online,Not Returned,DHL,London,Low
734202,SKU_1669,Backpack,6,2024/2/22 12:00,59.88,48257,Australia,0.13,Bank Transfer,15.89,Electronics,In-store,Not Returned,UPS,Rome,High
524558,SKU_1857,Blue Pen,47,2024/2/22 13:00,59.66,24570,Australia,0.21,Bank Transfer,29.17,Electronics,In-store,Not Returned,Royal Mail,London,Medium
941112,SKU_1748,Headphones,-14,2024/2/22 14:00,-55.28,,United States,1.823886136,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Low
734614,SKU_1112,Wall Clock,4,2024/2/22 15:00,36.13,46371,Australia,0.03,Credit Card,15,Electronics,In-store,Not Returned,FedEx,Rome,Low
491238,SKU_1426,White Mug,11,2024/2/22 16:00,14.04,81212,Norway,0.03,Bank Transfer,9.61,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
107988,SKU_1497,Desk Lamp,21,2024/2/22 17:00,75.19,32180,Spain,0.12,Bank Transfer,28.85,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
132070,SKU_1291,Backpack,41,2024/2/22 18:00,26.27,74436,United States,0.28,Bank Transfer,25.7,Stationery,Online,Not Returned,DHL,Paris,High
197491,SKU_1345,Office Chair,5,2024/2/22 19:00,83.35,16639,France,0.11,Bank Transfer,24.62,Electronics,Online,Not Returned,FedEx,Paris,Medium
964564,SKU_1510,Wall Clock,23,2024/2/22 20:00,28.97,42363,United States,0.17,Credit Card,26.28,Stationery,In-store,Not Returned,UPS,Berlin,High
123659,SKU_1440,Notebook,33,2024/2/22 21:00,9.04,96359,Sweden,0.15,paypall,5.87,Furniture,Online,Not Returned,Royal Mail,Rome,High
700240,SKU_1745,Backpack,13,2024/2/22 22:00,33.71,32771,Netherlands,0.47,paypall,16.03,Stationery,Online,Returned,FedEx,Amsterdam,Low
358474,SKU_1631,Notebook,6,2024/2/22 23:00,59.55,,Belgium,0.03,Credit Card,25.21,Accessories,Online,Not Returned,UPS,,Low
940210,SKU_1602,Backpack,6,2024/2/23 00:00,84.36,19654,Sweden,0.04,Bank Transfer,11.55,Electronics,Online,Returned,Royal Mail,Paris,High
198113,SKU_1921,USB Cable,43,2024/2/23 01:00,39.76,58643,Sweden,0.42,paypall,24.85,Electronics,Online,Not Returned,UPS,Paris,Low
548929,SKU_1721,Desk Lamp,1,2024/2/23 02:00,11.92,11417,Belgium,0.25,Credit Card,17.27,Stationery,In-store,Not Returned,FedEx,Rome,High
866199,SKU_1480,Headphones,32,2024/2/23 03:00,8.01,70026,Norway,0.09,paypall,13.97,Furniture,Online,Not Returned,DHL,Berlin,Low
122736,SKU_1227,USB Cable,34,2024/2/23 04:00,47.56,,Portugal,0.11,Credit Card,22.54,Electronics,Online,Not Returned,Royal Mail,Paris,Low
825704,SKU_1996,Wireless Mouse,36,2024/2/23 05:00,72.09,22455,United Kingdom,0.47,Credit Card,20.71,Furniture,In-store,Not Returned,UPS,Amsterdam,High
944213,SKU_1609,Desk Lamp,35,2024/2/23 06:00,54.31,91407,France,0.47,Credit Card,12.48,Electronics,In-store,Not Returned,Royal Mail,Paris,High
990624,SKU_1827,Blue Pen,24,2024/2/23 07:00,10.33,61865,Belgium,0.42,Bank Transfer,21.71,Electronics,Online,Not Returned,UPS,Berlin,Medium
302345,SKU_1089,Office Chair,37,2024/2/23 08:00,21,28743,Sweden,0.12,Bank Transfer,20.3,Apparel,In-store,Not Returned,Royal Mail,Berlin,High
296571,SKU_1789,Headphones,-27,2024/2/23 09:00,1.12,,United Kingdom,0.48,Bank Transfer,,Apparel,Online,Not Returned,UPS,,High
397270,SKU_1535,Headphones,28,2024/2/23 10:00,83.67,31947,Netherlands,0.12,paypall,19.2,Accessories,Online,Not Returned,Royal Mail,Berlin,High
751022,SKU_1395,Desk Lamp,6,2024/2/23 11:00,9.39,22941,United States,0.26,paypall,19.23,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
354334,SKU_1074,Notebook,38,2024/2/23 12:00,59.13,43913,Netherlands,0.39,Credit Card,6.03,Electronics,Online,Not Returned,Royal Mail,London,Medium
916084,SKU_1827,Office Chair,29,2024/2/23 13:00,37.94,35339,Norway,0.01,paypall,28.54,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
629678,SKU_1660,Wall Clock,11,2024/2/23 14:00,26.18,15825,Germany,0.34,Bank Transfer,27.68,Stationery,Online,Not Returned,DHL,Berlin,Medium
972568,SKU_1335,USB Cable,10,2024/2/23 15:00,86.83,71292,Australia,0.18,Bank Transfer,21.64,Stationery,In-store,Not Returned,FedEx,Rome,Low
690230,SKU_1163,Backpack,27,2024/2/23 16:00,60.79,12441,Norway,0.03,Credit Card,17.16,Stationery,Online,Not Returned,UPS,Rome,Low
677780,SKU_1518,Wireless Mouse,47,2024/2/23 17:00,38.16,51328,Italy,0.33,paypall,29.01,Apparel,In-store,Not Returned,DHL,Paris,High
984732,SKU_1956,Blue Pen,18,2024/2/23 18:00,34.52,31545,Belgium,0.08,paypall,16.98,Apparel,Online,Not Returned,UPS,Paris,Low
542433,SKU_1564,Headphones,4,2024/2/23 19:00,34.48,35459,Germany,0.2,Bank Transfer,13.2,Apparel,Online,Not Returned,UPS,Rome,High
291405,SKU_1155,Desk Lamp,6,2024/2/23 20:00,52.44,55550,Germany,0.31,paypall,11.76,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
984963,SKU_1791,Backpack,-13,2024/2/23 21:00,77.26,,United Kingdom,0.45,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
473617,SKU_1502,Wireless Mouse,39,2024/2/23 22:00,61.4,15038,United States,0.07,paypall,16.87,Electronics,Online,Not Returned,DHL,London,High
184104,SKU_1820,Wall Clock,36,2024/2/23 23:00,91.34,60204,Australia,0.44,Credit Card,27.34,Electronics,In-store,Not Returned,FedEx,Paris,High
700257,SKU_1780,Office Chair,41,2024/2/24 00:00,37.33,59864,Portugal,0.45,paypall,10.78,Stationery,Online,Not Returned,UPS,Berlin,Low
850273,SKU_1333,Backpack,23,2024/2/24 01:00,74.17,44697,Sweden,0.17,paypall,10.82,Furniture,In-store,Not Returned,UPS,Paris,High
484583,SKU_1490,Headphones,28,2024/2/24 02:00,23.49,40177,France,0.38,Bank Transfer,17.22,Furniture,Online,Not Returned,Royal Mail,Berlin,High
672769,SKU_1606,White Mug,33,2024/2/24 03:00,94.43,21888,Belgium,0.31,Bank Transfer,29.46,Stationery,In-store,Not Returned,FedEx,Amsterdam,High
305729,SKU_1327,Wall Clock,25,2024/2/24 04:00,7.55,92654,Belgium,0.18,Credit Card,18.14,Accessories,In-store,Not Returned,UPS,Amsterdam,High
652900,SKU_1000,Office Chair,23,2024/2/24 05:00,26.22,62394,Netherlands,0.27,paypall,19.06,Electronics,Online,Not Returned,Royal Mail,Berlin,High
187743,SKU_1359,Backpack,25,2024/2/24 06:00,91.93,46978,Netherlands,0.36,Credit Card,25.79,Stationery,In-store,Not Returned,DHL,Paris,High
379708,SKU_1626,White Mug,24,2024/2/24 07:00,92.03,94587,Italy,0.03,paypall,23.66,Stationery,In-store,Not Returned,DHL,London,Low
